ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections,recordid,oclc,locnum,author,imprint,datetype,startdate,enddate,imprintdate,place,enumcron,subjects,title
loc.ark:/13960/t2w38gn2r,loc.ark:/13960/t2w38gn2r,loc.ark:/13960/t2w38gn2r,The great tradition;,"Greenlaw, Edwin Almiron, 1874-1931, ed",1919,HathiTrust,['Literary'],1441815,1721113,PR1109.G8,"Greenlaw, Edwin Almiron,","Chicago;New York;Scott, Foresman and Company;c1919",s,1919,    ,1919,ilu,,English literature;Idealism in literature;American literature,The great tradition;
loc.ark:/13960/t3029c281,loc.ark:/13960/t3029c281,loc.ark:/13960/t3029c281,The metre of Macbeth :,"Chambers, David Laurance, b. 1879",1903,HathiTrust,"['Literary', 'Original Bibliography']",1112298,181081,PR3085.C5,"Chambers, David Laurance,",Princeton;The Princeton university press;1903.,s,1903,    ,1903,nju,,"Versification;1564-1616;Macbeth;Shakespeare, William",The metre of Macbeth
loc.ark:/13960/t3126sm5w,loc.ark:/13960/t3126sm5w,gosseseventeenth,Seventeenth century studies,"Gosse, Edmund, 1849-1928",1914,HathiTrust,['Literary'],11212233,8378710,PR541.G8 1914,"Gosse, Edmund,",New York;Charles Scribner's Sons;1914.,s,1914,    ,1914,nyu,,"Early modern, 1500-1700;English poetry;History and criticism",Seventeenth century studies
loc.ark:/13960/t3223c70r,loc.ark:/13960/t3223c70r,loc.ark:/13960/t3223c70r,"Spenser, the school of the Fletchers, and Milton,","Cory, Herbert E. (Herbert Ellsworth), 1883-1947",1912,HathiTrust,['Literary'],1637857,11271445,PR3586.C7,"Cory, Herbert Ellsworth,",Berkeley;University of California Press;1912,s,1912,    ,1912,cau,,"1552?-1599;English poetry;Early modern, 1500-1700;History and criticism;Milton, John;1608-1674;Spenser, Edmund","Spenser, the school of the Fletchers, and Milton"
loc.ark:/13960/t3611vm2k,loc.ark:/13960/t3611vm2k,carpenterteaching,"The teaching of English in the elementary and the secondary school,","Carpenter, George Rice, 1863-1909",1903,HathiTrust,['Linguistic'],6125244,3809424,LB1631.C4,"Carpenter, George Rice,","New York;Longmans, Green;1903.",s,1903,    ,1903,nyu,,English language;Study and teaching,The teaching of English in the elementary and the secondary school
loc.ark:/13960/t39z9mn89,loc.ark:/13960/t39z9mn89,loc.ark:/13960/t39z9mn89,"The conduct of composition work in grammar schools,","Clapp, Henry Lincoln",1902,HathiTrust,['Linguistic'],9572079,,LB1576.C56,"Clapp, Henry Lincoln.",Boston;D.C. Heath & Co.;1902.,s,1902,    ,1902,mau,,English language;Composition and exercises,The conduct of composition work in grammar schools
loc.ark:/13960/t39z9s71m,loc.ark:/13960/t39z9s71m,loc.ark:/13960/t39z9s71m,"Course of study in English language and literature for junior and senior high schools,","Hooton, Mary Belle",1917,HathiTrust,['Linguistic'],9572117,,LB1631.H6,"Hooton, Mary Belle. [from old catalog]","Lincoln;Nebr., The Woodruff press;1917.",s,1917,    ,1917,nbu,,English literature;Study and teaching;English language;Study and teaching. [from old catalog],Course of study in English language and literature for junior and senior high schools
loc.ark:/13960/t3gx4tp72,loc.ark:/13960/t3gx4tp72,loc.ark:/13960/t3gx4tp72,The works of Fulke Greville;,"Croll, Morris W. (Morris William), 1872-1947",1903,HathiTrust,"['Literary', 'Original Bibliography']",584314,263889,,"Croll, Morris William.",Philadelphia;Printed by J. B. Lippincott;1903.,s,1903,    ,1903,pau,,"Brooks, Fulke Greville;1554-1628;Baron",The works of Fulke Greville
loc.ark:/13960/t3gx4vv86,loc.ark:/13960/t3gx4vv86,loc.ark:/13960/t3gx4vv86,Longer narrative poems,"Hale, Edward Everett, Jr., 1863-1932",1902,HathiTrust,['Literary'],7688018,10862733,,"Hale, Edward Everett,",New York;Globe School Book Co.;c1902.,s,1902,    ,1902,nyu,,"Narrative poetry, English",Longer narrative poems
loc.ark:/13960/t3nw0cv26,loc.ark:/13960/t3nw0cv26,mahoneystandards,Standards in English;,"Mahoney, John Joseph, 1880-",1917,HathiTrust,['Linguistic'],11212806,5285490,LB1576.M36,"Mahoney, John Joseph,","Yonkers-on-Hudson, N.Y.;World book company;1917.",s,1917,    ,1917,nyu,,English language;Study and teaching,Standards in English;
loc.ark:/13960/t3vt2gf5f,loc.ark:/13960/t3vt2gf5f,carpenterteaching,"The teaching of English in the elementary and the secondary school,","Carpenter, George Rice, 1863-1909",1913,HathiTrust,['Linguistic'],7685864,2199200,LB1631.C4 1913,"Carpenter, George Rice,","New York [etc.;Longmans, Green, and co.;c1913",s,1913,    ,1913,nyu,,English language;Study and teaching,The teaching of English in the elementary and the secondary school
loc.ark:/13960/t41r7b24d,loc.ark:/13960/t41r7b24d,loc.ark:/13960/t41r7b24d,"Currents and eddies in the English romantic generation,","Pierce, F. E. (Frederick Erastus), 1878-1935",1918,HathiTrust,['Literary'],1371102,2712850,PR447.P65,"Pierce, F. E.",New Haven;Yale University Press;1918.,s,1918,    ,1918,ctu,,English poetry;England;History and criticism;19th century;Romanticism,Currents and eddies in the English romantic generation
loc.ark:/13960/t45q5p503,loc.ark:/13960/t45q5p503,klapperenglish,"The teaching of English,","Klapper, Paul, 1885-",1915,HathiTrust,['Linguistic'],1883694,518005,,"Klapper, Paul,",New York;D. Appleton and company;1915.,s,1915,    ,1915,nyu,,English language;Study and teaching,The teaching of English
loc.ark:/13960/t49p3sq14,loc.ark:/13960/t49p3sq14,loc.ark:/13960/t49p3sq14,"Word study in the elementary school,","Taylor, Joseph S. (Joseph Schimmel), 1856-1932",1910,HathiTrust,['Linguistic'],7673473,17924204,LB1574.T2,"Taylor, Joseph S.",Boston;New York [etc.;Educational Publishing Company;c1910,s,1910,    ,1910,mau,,Orthography and spelling;English language,Word study in the elementary school
loc.ark:/13960/t4bp10n94,loc.ark:/13960/t4bp10n94,driggsliving,Our living language:,"Driggs, Howard R. (Howard Roscoe), 1873-1963",1920,HathiTrust,['Linguistic'],11209655,2498287,LB1576.D7,"Driggs, Howard R.","Lincoln;Chicago, [etc.;The University Publishing Co.;1920.",s,1920,    ,1920,xx ,,English language;Study and teaching,Our living language
loc.ark:/13960/t4cn7p19k,loc.ark:/13960/t4cn7p19k,loc.ark:/13960/t4cn7p19k,"Vergil and the English poets,","Nitchie, Elizabeth, 1889-",1919,HathiTrust,['Literary'],1221667,2852454,,"Nitchie, Elizabeth,",New York;Columbia University Press;1919.,s,1919,    ,1919,nyu,,English poetry;English and Latin;Latin and English;History and criticism;Virgil;Comparative literature,Vergil and the English poets
loc.ark:/13960/t4km04654,loc.ark:/13960/t4km04654,loc.ark:/13960/t4km04654,The teaching of spelling;,"Suzzallo, Henry, 1875-1933",1913,HathiTrust,['Linguistic'],1281994,2158998,LB1574.S8,"Suzzallo, Henry,",Boston;New York [etc.;Houghton Mifflin company;c1913,s,1913,    ,1913,mau,,Orthography and spelling;English language,The teaching of spelling;
loc.ark:/13960/t4qj81138,loc.ark:/13960/t4qj81138,loc.ark:/13960/t4qj81138,"Pope's Essay on man, and Essay on criticism;","Pope, Alexander, 1688-1744",1900,HathiTrust,"['Literary', 'Original Bibliography']",9587339,3147474,PR3622.S2,"Pope, Alexander,","New York;Boston [etc.;Silver, Burdett and company;1900",s,1900,    ,1900,nyu,,,"Pope's Essay on man, and Essay on criticism;"
loc.ark:/13960/t4rj4z67d,loc.ark:/13960/t4rj4z67d,loc.ark:/13960/t4rj4z67d,"Aldine language method, part three :","Spaulding, Frank E. (Frank Ellsworth), 1866-",1917,HathiTrust,['Linguistic'],9559194,3980979,LB1573.S8,"Spaulding, Frank E.",New York;Newson & company;1917.,s,1917,    ,1917,nyu,,English language;Study and teaching,"Aldine language method, part three"
loc.ark:/13960/t4th9bg7q,loc.ark:/13960/t4th9bg7q,loc.ark:/13960/t4th9bg7q,The teaching of English in the secondary school,"Thomas, Charles Swain, 1868-1943",1917,HathiTrust,['Linguistic'],1283039,3397786,LB1631.T45,"Thomas, Charles Swain,",Boston;Houghton Mifflin;1917.,s,1917,    ,1917,mau,,Study and teaching (Secondary);English literature;English language;Study and teaching,The teaching of English in the secondary school
loc.ark:/13960/t50g45t48,loc.ark:/13960/t50g45t48,campbellsatire,"Satire in the early English drama,","Campbell, Eva Marie",1914,HathiTrust,['Literary'],9565468,,PR641.C3,"Campbell, Eva Marie. [from old catalog]","Columbus, Ohio;The F. J. Heer printing co.;1914.",s,1914,    ,1914,ohu,,"English drama;Early modern and Elizabethan, 1500-1600;History and criticism;To 1500;Satire, English",Satire in the early English drama
loc.ark:/13960/t50g4885t,loc.ark:/13960/t50g4885t,mabieintroduction,"Introductions to notable poems,","Mabie, Hamilton Wright, 1846-1916",1900,HathiTrust,['Literary'],9560083,,PR503.M25,"Mabie, Hamilton Wright,",New York;Dodd. Mead and company;1900.,s,1900,    ,1900,nyu,,English poetry;History and criticism,Introductions to notable poems
loc.ark:/13960/t52f88q8w,loc.ark:/13960/t52f88q8w,carmanpoetry,"The poetry of life,","Carman, Bliss, 1861-1929",1905,HathiTrust,['Literary'],1692683,2531429,PS8455.A84P6 1905a,"Carman, Bliss,",Boston;L. C. Page;1905.,s,1905,    ,1905,mau,,Poetry;History and criticism,The poetry of life
loc.ark:/13960/t53f5mk2h,loc.ark:/13960/t53f5mk2h,loc.ark:/13960/t53f5mk2h,"The torch, and other lectures and addresses.","Woodberry, George Edward, 1855-1930",1920,HathiTrust,['Literary'],163070,617318,PS3351.T7 1920,"Woodberry, George Edward,","New York;Harcourt, Brace and Howe;1920.",s,1920,    ,1920,nyu,,"English poetry;Poetry;1809-1849;History and criticism;Shakespeare, William;Appreciation;1564-1616;Poe, Edgar Allan;Literature;Anniversaries, etc;Salem Athenaeum","The torch, and other lectures and addresses"
loc.ark:/13960/t55d9fj76,loc.ark:/13960/t55d9fj76,loc.ark:/13960/t55d9fj76,John Davidson;,"Fineman, Hayim, 1886-1959",1916,HathiTrust,['Literary'],117764,3554305,PR4525.D5Z6,"Fineman, Hayim,","Philadelphia, Pa.;1916.",s,1916,    ,1916,pau,,"English poetry;Davidson, John;1857-1909;History and criticism;19th century",John Davidson;
loc.ark:/13960/t56d6fn0b,loc.ark:/13960/t56d6fn0b,gravesenglish,On English poetry;,"Graves, Robert, 1895-1985",1922,HathiTrust,['Literary'],1004164,1477778,PR502.G7,"Graves, Robert,",New York;A. A. Knopf;1922.,s,1922,    ,1922,nyu,,English poetry;History and criticism,"On English poetry: being an irregular approach to the psychology of this art, from evidence mainly subjective"
loc.ark:/13960/t5db8vn26,loc.ark:/13960/t5db8vn26,mahoneystandards,"Standards in English,","Mahoney, John Joseph, 1880-",1919,HathiTrust,['Linguistic'],6539102,2162354,LB1576.M36 1919,"Mahoney, John Joseph,","Yonkers-on-Hudson, N.Y.;World Book Company;1919.",s,1919,    ,1919,nyu,,English language;Study and teaching,Standards in English
loc.ark:/13960/t5j96rp4h,loc.ark:/13960/t5j96rp4h,pattersonspirit,The spirit of the American revolution as revealed in the poetry of the period;,"Patterson, Samuel White, b. 1883",1915,HathiTrust,['Literary'],9570347,,PS314.P3 1915a,"Patterson, Samuel White,","Boston;R. G. Badger; [etc., etc.;c1915",s,1915,    ,1915,mau,,"History;Revolution, 1775-1783;American poetry;Patriotic poetry, American;History and criticism;United States;Literature and the revolution;Revolutionary period, 1775-1783",The spirit of the American revolution as revealed in the poetry of the period;
loc.ark:/13960/t5n884v54,loc.ark:/13960/t5n884v54,loc.ark:/13960/t5n884v54,"The ""chanson d'aventure"" in Middle English ...","Sandison, Helen Estabrook, 1884-",1913,HathiTrust,['Literary'],11203054,,PR355.C5S3 1913a,"Sandison, Helen Estabrook,",Bryn Mawr;Penn.;1913.,s,1913,    ,1913,xx ,,"English poetry;Ballads, English;Dissertations, Academic;History and criticism;Middle English, 1100-1500;England;United States;Romances, English","The ""chanson d'aventure"" in Middle English"
loc.ark:/13960/t5s75w068,loc.ark:/13960/t5s75w068,loc.ark:/13960/t5s75w068,Method in grammar and language.,"Neet, George Wallace",1900,HathiTrust,['Linguistic'],9598662,,LB1575.N4,"Neet, George Wallace. [from old catalog]","Valparaiso, Ind.;M. E. Bogarte;1900.",s,1900,    ,1900,inu,,Grammar;English language;Study and teaching. [from old catalog],Method in grammar and language
loc.ark:/13960/t5t72zv4h,loc.ark:/13960/t5t72zv4h,irvinehow,How to pronounce the names in Shakespeare;,"Irvine, Theodora Ursula",1919,HathiTrust,['Linguistic'],9562302,,PR3081.I65,"Irvine, Theodora Ursula. [from old catalog]","New York;Philadelphia [etc.;Hinds, Hayden & Eldredge, inc.;c1919",s,1919,    ,1919,nyu,,"Names, Geographical;Early modern, 1500-1700;Pronunciation;Language;Names, Personal;1564-1616;Glossaries, etc;English;English language;Shakespeare, William",How to pronounce the names in Shakespeare;
loc.ark:/13960/t5w67c56n,loc.ark:/13960/t5w67c56n,lowellconversations,Conversations on some of the old poets;,"Lowell, James Russell, 1819-1891",1901,HathiTrust,['Literary'],11203513,1220514,PR503.L7 1901,"Lowell, James Russell,",New York;T. Y. Crowell & Co.;1901,s,1901,    ,1901,xx ,,"1586-approximately 1640;English poetry;History and criticism;-1400;1559?-1634;Chaucer, Geoffrey;Chapman, George;Ford, John",Conversations on some of the old poets;
loc.ark:/13960/t6058559v,loc.ark:/13960/t6058559v,havensinfluence,The influence of Milton on English poetry.,"Havens, Raymond Dexter, 1880-1954",1922,HathiTrust,['Literary'],9606933,,PR3588.H3,"Havens, Raymond Dexter,","Cambridge;Harvard university press;etc., etc.;1922.",s,1922,    ,1922,mau,,"English poetry;History and criticism;Milton, John;1608-1674;Influence;18th century",The influence of Milton on English poetry
loc.ark:/13960/t62524c04,loc.ark:/13960/t62524c04,loc.ark:/13960/t62524c04,"Scales for measuring special types of English composition,","Lewis, Ervin Eugene, 1882-",1921,HathiTrust,['Linguistic'],9585374,,LB1576.L5 1921a,"Lewis, Ervin Eugene,","Yonkers-on-Hudson, N.Y.;World book company;1921.",s,1921,    ,1921,nyu,,Letter writing;Grading and marking (Students);English language;Composition and exercises,Scales for measuring special types of English composition
loc.ark:/13960/t65436v1p,loc.ark:/13960/t65436v1p,loc.ark:/13960/t65436v1p,"Correlated lessons in language and occupation work,","Dyer, Ruth O.",1914,HathiTrust,['Linguistic'],9586290,,LB1541.D85,"Dyer, Ruth O. [from old catalog]",Boston;New York [etc.;Educational publishing company;c1914,s,1914,    ,1914,mau,,Creative activities and seat work;English language;Study and teaching,Correlated lessons in language and occupation work
