ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections,recordid,oclc,locnum,author,imprint,datetype,startdate,enddate,imprintdate,place,enumcron,subjects,title
wu.89099894420,wu.89099894420,hartenglish,"English grammar, or, An exposition of the principles and usages of the English language","Hart, John S. (John Seely), 1810-1877",1849,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']",8992009,28123313,,"Hart, John S.","Philadelphia;E.H. Butler & Co.;1849, c1845;(Philadelphia;Smith and Peter)",t,1849,1845,1849,pau,,Grammar;English language,"English grammar, or, An exposition of the principles and usages of the English language"
wu.89099894438,wu.89099894438,hartenglish,"English grammar, or, An exposition of the principles and usages of the English language","Hart, John S. (John Seely), 1810-1877",1855,HathiTrust,['Linguistic'],8992010,28123305,,"Hart, John S.","Philadelphia;E.H. Butler & Co.;1855, c1845;([Philadelphia;C. Sherman)",t,1855,1845,1855,pau,,Grammar;English language,"English grammar, or, An exposition of the principles and usages of the English language"
wu.89099894529,wu.89099894529,wu.89099894529,A practical grammar of the English language :,"Hazen, Edward",1842,HathiTrust,['Linguistic'],8992061,20567827,,"Hazen, Edward.",New York;Huntington and Savage;1842.,s,1842,    ,1842,nyu,,Grammar;English language,A practical grammar of the English language
wu.89099894578,wu.89099894578,wu.89099894578,"Grammar made easy and interesting; or, A practical grammar of the English language, systematically arranged...","Henderson, H. M.",1828,HathiTrust,['Linguistic'],8992063,13624651,,"Henderson, H. M.",Dover [N.H.;Printed at The Inquirer office;1828.,s,1828,    ,1828,nhu,,Grammar;English language,"Grammar made easy and interesting; or, A practical grammar of the English language, systematically arranged"
wu.89099894719,wu.89099894719,hullenglish,"English grammar, by lectures:","Hull, Joseph Hervey",1833,HathiTrust,['Linguistic'],8992069,11945838,,"Hull, Joseph Hervey.","Maysville, Ky.;Printed b R.M. Corwine;1833",s,1833,    ,1833,kyu,,Grammar;English language,"English grammar, by lectures"
wu.89099894818,wu.89099894818,ingersollconversations,Conversations on English grammar :,"Ingersoll, Charles M.",1832,HathiTrust,['Linguistic'],8992051,17272354,,"Ingersoll, Charles M.","Boston;William Hyde and Co.;1832, c1823.",t,1832,1823,1832,mau,,Grammar;English language,Conversations on English grammar
wu.89099894834,wu.89099894834,wu.89099894834,"Systematick lectures on English grammar, on a new and highly approved plan :","Jenkins, Amaziah",1836,HathiTrust,['Linguistic'],8992052,15072804,PE1109.J52,"Jenkins, Amaziah.","Rochester, N.Y.;William Alling & Co.;1836, c1835.",t,1836,1835,1836,nyu,,Grammar;English language,"Systematick lectures on English grammar, on a new and highly approved plan"
wu.89099894859,wu.89099894859,wu.89099894859,English grammar in two parts :,"Jones, Joshua",1833,HathiTrust,['Linguistic'],8992053,4260840,PE1109.J78 1833,"Jones, Joshua.","West Chester, Pa.;Printed by Simeon Siegfried;1833.",t,1833,1834,1833,pau,,Grammar;English language,English grammar in two parts
wu.89099894941,wu.89099894941,kirkhamenglish,English grammar in familiar lectures :,"Kirkham, Samuel",1833,HathiTrust,['Linguistic'],8992058,15057792,,"Kirkham, Samuel.","Baltimore;Plaskitt & Co.;1833, c1829.",t,1833,1829,1833,mdu,,Grammar;English language,English grammar in familiar lectures
wu.89099896276,wu.89099896276,wu.89099896276,A practical guide to composition :,"Morley, Charles",1838,HathiTrust,['Linguistic'],8992023,22590195,,"Morley, Charles.","Hartford [Conn.;Published by R. White;1838;([Hartford;Hudson & Skinner, printers).",s,1838,    ,1838,ctu,,Rhetoric,A practical guide to composition
wu.89099896706,wu.89099896706,wu.89099896706,The principles of English grammar,"Picket, Albert, 1771-1850",1837,HathiTrust,['Linguistic'],9698235,14767757,,"Picket, Albert,",Cincinnati;C.P. Barnes & C. Cropper;1837.,s,1837,    ,1837,ohu,,Grammar;English language,The principles of English grammar
wu.89099896805,wu.89099896805,wu.89099896805,A grammar on an entirely new system,"Powers, Daniel",1845,HathiTrust,"['Linguistic', 'Typographically Unique']",8991866,29439482,,"Powers, Daniel.","West Brookfield [Mass.;C.A. Mirck, Printer;1845.",s,1845,    ,1845,mau,,Grammar;English language,A grammar on an entirely new system
wu.89099897142,wu.89099897142,wu.89099897142,The young grammarian.,"Sanders, Charles W. (Charles Walton), 1805-1889",1847,HathiTrust,['Linguistic'],8991972,22443943,,"Sanders, Charles W.","Rochester, N.Y.;Sage & Brother;c1847",s,1847,    ,1847,nyu,,Grammar;English language,The young grammarian
wu.89099897191,wu.89099897191,infantsg,"The infant school grammar,",,1830,HathiTrust,['Linguistic'],8991974,63263712,,,"New York;Jonathan Seymour, Printer;1830.",s,1830,    ,1830,nyu,,Grammar;English language,The infant school grammar
wu.89099897324,wu.89099897324,smithenglish,"Intellectual and practical grammar, in a series of inductive questions, connected with exercises in composition.","Smith, Roswell Chamberlain, 1797-1875",1831,HathiTrust,['Linguistic'],9698245,16164020,PE1111.S55 1831,"Smith, Roswell Chamberlain,",Boston;Perkins and Marvin;New York;Roe Lockwood;1831.,s,1831,    ,1831,mau,v.1,Grammar;English language,"Intellectual and practical grammar, in a series of inductive questions, connected with exercises in composition"
wu.89099897415,wu.89099897415,wu.89099897415,The rudiments of English grammar :,"Spalding, Charles",1825,HathiTrust,"['Linguistic', 'Word Lists']",8991987,63265664,,"Spalding, Charles.","Onandaga [N.Y.;Printed by L.H. Redfield, for the Author;1825.",s,1825,    ,1825,nyu,,Grammar;English language,The rudiments of English grammar
wu.89099897449,wu.89099897449,wu.89099897449,Outline of English grammar.,"Steill, Benjamin",1845,HathiTrust,['Linguistic'],8991899,63265778,,"Steill, Benjamin.",London;Paternoster Row;1845.,s,1845,    ,1845,enk,,Grammar;English language,Outline of English grammar
wu.89099903072,wu.89099903072,weldenglish,Weld's English grammar :,"Weld, Allen Hayden, 1812-1882",1850,HathiTrust,"['Linguistic', 'Typographically Unique']",8991935,30653568,,"Weld, Allen Hayden,","Portland [Me.;Sanborn and Carter;1850, c1849.",t,1850,1849,1850,meu,,Grammar;English language;Composition and exercises,Weld's English grammar
wu.89099903148,wu.89099903148,wellsgrammar,A grammar of the English language :,"Wells, William Harvey, 1812-1885",1846,HathiTrust,['Linguistic'],8991937,6984289,,"Wells, William Harvey,","Andover, Mass.;Allen, Morrill and Wardwell;c1846.",s,1846,    ,1846,mau,,Grammar;English language,A grammar of the English language
wu.89099903163,wu.89099903163,wellsgrammar,A grammar of the English language :,"Wells, William Harvey, 1812-1885",1847,HathiTrust,['Linguistic'],8991938,63272470,,"Wells, William Harvey,","New York;M.H. Newman & Co.;1847, c1848.",t,1847,1848,1847,nyu,,Grammar;English language,A grammar of the English language
wu.89099903494,wu.89099903494,wu.89099903494,A philosophical grammar of the English language :,"Wright, Joseph W.",1838,HathiTrust,['Linguistic'],8991789,31195420,,"Wright, Joseph W.",New-York;Spinning & Hodges;London;Whittaker;1838.,s,1838,    ,1838,nyu,,Grammar;English language,A philosophical grammar of the English language
wu.89104409552,wu.89104409552,wu.89104409552,"A systematic text-book of English grammar,","Goodenow, Smith B. (Smith Bartlett), 1817-1897",1843,HathiTrust,['Linguistic'],8992038,14192456,PE1109.G65 1843,"Goodenow, Smith B.",Boston;Lewis & Sampson;1843.,s,1843,    ,1843,mau,,Grammar;English language,A systematic text-book of English grammar
yale.39002004911344,yale.39002004911344,hollandpsalmists,The psalmists of Britain;,"Holland, John, 1794-1872",1843,HathiTrust,"['Literary', 'Original Bibliography']",1927023,23478127,,"Holland, John,","London;R. Groombridge [etc., etc.;1843.",s,1843,    ,1843,enk,v.1,"Psalms;Bible;O.T;Bio-bibliography;Bibliography;English;Poets, English",The psalmists of Britain
yale.39002004911377,yale.39002004911377,hollandpsalmists,The psalmists of Britain;,"Holland, John, 1794-1872",1843,HathiTrust,"['Literary', 'Original Bibliography']",1927023,23478127,,"Holland, John,","London;R. Groombridge [etc., etc.;1843.",s,1843,    ,1843,enk,v.2,"Psalms;Bible;O.T;Bio-bibliography;Bibliography;English;Poets, English",The psalmists of Britain
yale.39002088447587,yale.39002088447587,yale.39002088447587,"Hebrew criticism and poetry : or the patriarchal blessings of Isaac and of Jacob, metrically analysed and translated;","Clarke, George Somers",1810,HathiTrust,['Literary'],6606121,26282569,,"Clarke, George Somers.",London;Richard Taylor;1810.,s,1810,    ,1810,enk,,"Versification, Hebrew;Prophets;Patriarchs","Hebrew criticism and poetry : or the patriarchal blessings of Isaac and of Jacob, metrically analysed and translated;"
coo.31924013164953,coo.31924013164953,abbottshakespearean,A Shakespearian grammar.,"Abbott, Edwin Abbott, 1838-1926",1870,HathiTrust,['Linguistic'],11405311,32121056,,"Abbott, Edwin Abbott,",London;Macmillan and co.;1870,s,1870,    ,1870,enk,,"Early modern, 1500-1700;Language;1564-1616;English language;Shakespeare, William;Grammar",A Shakespearian grammar
dul1.ark:/13960/t05x32t3t,dul1.ark:/13960/t05x32t3t,dul1.ark:/13960/t05x32t3t,First book in composition applying the principles of grammar to the art of composing:,"Branson, L. (Levi), b. 1832",1863,HathiTrust,['Linguistic'],10942450,4604411,PE1109.B83 1863,"Branson, L.","Raleigh;Branson, Farrar & co.;1863.",s,1863,    ,1863,ncu,,Grammar;English language;Composition and exercises,First book in composition applying the principles of grammar to the art of composing
dul1.ark:/13960/t0zp4ss73,dul1.ark:/13960/t0zp4ss73,dul1.ark:/13960/t0zp4ss73,Our own school grammar :,"Smythe, Charles W. (Charles Winslow), 1829-1865?",1862,HathiTrust,['Linguistic'],10944429,11805937,,"Smythe, Charles W.","Greensborough, N.C.;Sterling, Campbell & Albright;1862;(Raleigh, N.C.;Strother & Maroom)",s,1862,    ,1862,ncu,,Textbooks;Grammar;English language;Confederate States of America,Our own school grammar
dul1.ark:/13960/t12n5wk7w,dul1.ark:/13960/t12n5wk7w,dul1.ark:/13960/t12n5wk7w,"Smith's English grammar,","Smith, Roswell Chamberlain, 1797-1875",1864,HathiTrust,['Linguistic'],10944432,7426872,PE1109.S5 1864,"Smith, Roswell Chamberlain,",Richmond;G.L. Bidgood;1864.,s,1864,    ,1864,vau,,Grammar;English language,Smith's English grammar
dul1.ark:/13960/t3tt5cs8z,dul1.ark:/13960/t3tt5cs8z,smytheprimary,"Our own primary grammar,","Smythe, Charles W. (Charles Winslow), 1829-1865?",1862,HathiTrust,['Linguistic'],10945015,40777327,,"Smythe, Charles W.","Greensboro, N. C.;Sterling, Campbell and Albright;1862, [c1861",t,1862,1861,1862,ncu,,Grammar;English language,Our own primary grammar
dul1.ark:/13960/t46q2qm7w,dul1.ark:/13960/t46q2qm7w,smytheprimary,"Our own primary grammar,","Smythe, Charles W. (Charles Winslow), 1829-1865?",1861,HathiTrust,['Linguistic'],10944428,7430472,,"Smythe, Charles W.","Greensboro, N.C.;Sterling and Campbell;Richmond;W.H. White;Charleston, S.C.;M'Carter and Dawson;1861.",s,1861,    ,1861,ncu,,Grammar;English language,Our own primary grammar
dul1.ark:/13960/t4zg7f81h,dul1.ark:/13960/t4zg7f81h,bullionsanalytic,An analytic and practical grammar of the English language.,"Bullions, Peter, 1791-1864",1864,HathiTrust,['Linguistic'],10944744,7027659,PE1111.B672 1864,"Bullions, Peter,","Raleigh, N.C.;Christian Advocate Pub. Co.;1864.",s,1864,    ,1864,ncu,,Grammar;English language,An analytic and practical grammar of the English language
dul1.ark:/13960/t6640hf35,dul1.ark:/13960/t6640hf35,dul1.ark:/13960/t6640hf35,"Our own elementary grammar,","Smythe, Charles W. (Charles Winslow), 1829-1865?",1863,HathiTrust,"['Linguistic', 'Literary']",10944427,7433943,PE1109.S63 1863,"Smythe, Charles W.","Greensboro, N.C.;Sterling, Campbell & Albright;Richmond;W.H. White;1863.",s,1863,    ,1863,ncu,,Grammar;English language,Our own elementary grammar
dul1.ark:/13960/t6sx72n0w,dul1.ark:/13960/t6sx72n0w,dul1.ark:/13960/t6sx72n0w,Principles of English grammar / By A. S. Worrell.,"Worrell, A. S. (Adolphus Spalding), 1831-1908",1861,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']",10944745,9171251,,"Worrell, A. S.","Nashville, Tenn.;Graves, Marks & Co., South-Western Publishing House;1861.",s,1861,    ,1861,tnu,,Grammar;English language,Principles of English grammar / By A. S. Worrell
dul1.ark:/13960/t80k34w28,dul1.ark:/13960/t80k34w28,yorkenglish,"York's English grammar,","York, Brantley, 1805-1891",1864,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']",10944750,9361981,,"York, Brantley,","Raleigh, N.C.;Branson;1864.",s,1864,    ,1864,ncu,,Grammar;English language,York's English grammar
dul1.ark:/13960/t83j47g42,dul1.ark:/13960/t83j47g42,yorkanalytical,"An analytical, illustrative, and constructive grammar of the English language,","York, Brantley, 1805-1891",1862,HathiTrust,"['Linguistic', 'Typographically Unique']",10944748,7437470,PE1111.Y75 1862,"York, Brantley,",Raleigh [N.C.;W.L. Pomeroy;1862.,s,1862,    ,1862,ncu,,Grammar;English language,"An analytical, illustrative, and constructive grammar of the English language"
dul1.ark:/13960/t8cg0hx8d,dul1.ark:/13960/t8cg0hx8d,yorkenglish,"York's English grammar,","York, Brantley, 1805-1891",1865,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']",10944749,32798275,,"York, Brantley,","Raleigh, N.C.;Branson and Farrar;1865.",s,1865,    ,1865,ncu,,Textbooks;Grammar;English language;Confederate States of America,York's English grammar
dul1.ark:/13960/t9b57bq47,dul1.ark:/13960/t9b57bq47,whatelyelements,Elements of rhetoric.,"Whately, Richard, 1787-1863",1861,HathiTrust,"['Linguistic', 'Literary']",10944708,25103166,,"Whately, Richard,","Nashville, Tenn.;Southern Methodist Publishing House;1861.",s,1861,    ,1861,tnu,,Rhetoric,Elements of rhetoric
inu.30000011328907,inu.30000011328907,inu.30000011328907,Shakespeare :,"Hudson, Henry Norman, 1814-1886",1872,HathiTrust,['Literary'],6057092,812102,,"Hudson, Henry Norman,",Boston;London;Ginn and Company;c1872.,s,1872,    ,1872,mau,v.2,"Characters;Early modern and Elizabethan, 1500-1600;English drama;History and criticism;1564-1616;Shakespeare, William",Shakespeare
inu.30000027983745,inu.30000027983745,mortearthure,Morte Arthure;,,1871,HathiTrust,"['Literary', 'Original Bibliography']",2651664,5878432,,,"London;Pub. for Early English text society, by H. Milford, Oxford U.P.;1871.",s,1871,    ,1871,enk,,King;Arthur,"Morte Arthure; or, The death of Arthur"
inu.30000053832469,inu.30000053832469,inu.30000053832469,"""The influence of the revival of classical studies on English literature during the reigns of Elizabeth and James I.""","Farrar, Frederic William, 1831-1903",1856,HathiTrust,['Literary'],6054765,40388565,,"Farrar, Frederic William,",Cambridge;Macmillan and Co.;1856.,s,1856,    ,1856,enk,,"Early modern, 1500-1700;English literature;History and criticism","""The influence of the revival of classical studies on English literature during the reigns of Elizabeth and James I."""
inu.30000084048762-p135,inu.30000084048762,inu.30000084048762-p135,Of Versification,"Vernon, Edward Johnston, 1814?-1848",1850,HathiTrust,"['Linguistic', 'Original Bibliography']",7009724,1219623,PE135.V4,"Vernon, Edward Johnston,",London;J. R. Smith;1850.,s,1850,    ,1850,enk,,"Old English, ca. 450-1100;Grammar;English language",A guide to the Anglo-Saxon tongue: a grammar after Erasmus Rask
inu.30000118591514,inu.30000118591514,inu.30000118591514,The lay of Havelok the Dane :,,1868,HathiTrust,"['Literary', 'Original Bibliography']",1644546,3194586,,,"London;Pub. for the Early English text society, by N. Trubner & co.;1868.",s,1868,    ,1868,enk,no.4,,The lay of Havelok the Dane
inu.32000000980351,inu.32000000980351,inu.32000000980351,"Essays, lectures and orations.","Emerson, Ralph Waldo, 1803-1882",1851,HathiTrust,['Literary'],7591296,16267312,,"Emerson, Ralph Waldo,",London;William S. Orr;1851.,s,1851,    ,1851,enk,,,"Essays, lectures and orations"
inu.39000004516766,inu.39000004516766,coleridgespecimens,Specimens of the Table talk of Samuel Taylor Coleridge.,"Coleridge, Samuel Taylor, 1772-1834",1851,HathiTrust,['Literary'],6057684,3853112,,"Coleridge, Samuel Taylor,",London;J. Murray;1851.,s,1851,    ,1851,enk,,,Specimens of the Table talk of Samuel Taylor Coleridge
loc.ark:/13960/t0pr8bw2c,loc.ark:/13960/t0pr8bw2c,craikenglish,The English of Shakespeare;,"Craik, George L. (George Lillie), 1798-1866",1867,HathiTrust,['Linguistic'],9589721,,PR3072.C7 1867,"Craik, George L.",Boston;Crosby and Ainsworth;New York;O. S. Felt;1867.,s,1867,    ,1867,mau,,"Julius Caesar;1564-1616;Language;Shakespeare, William",The English of Shakespeare;
loc.ark:/13960/t0sq9d378,loc.ark:/13960/t0sq9d378,hitchcockspenser,"Spenser's poem,","Hitchcock, Ethan Allen, 1798-1870",1865,HathiTrust,['Literary'],9594990,,PR2356.H5,"Hitchcock, Ethan Allen,",New York;J. Miller;1865.,s,1865,    ,1865,nyu,,"1552?-1599;English poetry;Early modern, 1500-1700;Colin Clout;Amoretti;History and criticism;Pastoral poetry, English;Spenser, Edmund",Spenser's poem
loc.ark:/13960/t3jw8zr4z,loc.ark:/13960/t3jw8zr4z,huntimagination,Imagination and fancy;,"Hunt, Leigh, 1784-1859",1852,HathiTrust,['Literary'],9589846,,PR503.H8 1852,"Hunt, Leigh,",New York;G. P. Putnam;1852.,s,1852,    ,1852,nyu,,English poetry;Poetry;History and criticism. [from old catalog],Imagination and fancy;
loc.ark:/13960/t4th9674g,loc.ark:/13960/t4th9674g,loc.ark:/13960/t4th9674g,"History of the Kings and queens of England, in verse ...","Smithson, William T.",1869,HathiTrust,['Literary'],9585578,,DA28.1.S6,"Smithson, William T. [from old catalog]","New York;P. C. Devlin, Printer;1869.",s,1869,    ,1869,nyu,,Kings and rulers. [from old catalog];Great Britain,"History of the Kings and queens of England, in verse"
loc.ark:/13960/t7jq1gk8k,loc.ark:/13960/t7jq1gk8k,loc.ark:/13960/t7jq1gk8k,England in rhyme:,,1862,HathiTrust,['Literary'],9610656,,DA32.9.E6,,New York;Carelton;1862.,s,1862,    ,1862,nyu,,History;Kings and rulers. [from old catalog];Great Britain;Poetry. [from old catalog],England in rhyme
loc.ark:/13960/t7qn71b0b,loc.ark:/13960/t7qn71b0b,wattshoraememoir,"Horæ lyricæ and Divine songs,","Watts, Isaac, 1674-1748",1854,HathiTrust,['Literary'],11206148,,PR3763.W2A7 1854,"Watts, Isaac,","Boston;Little, Brown and company;New York;Evans and Dickerson; [etc., etc.;1854.",s,1854,    ,1854,mau,,"Children's songs, English;United States;Hymns, English",Horæ lyricæ and Divine songs
loc.ark:/13960/t8pc3w580,loc.ark:/13960/t8pc3w580,fewsmithgrammar,A grammar of the English language.,"Fewsmith, William",1866,HathiTrust,['Linguistic'],11205302,,PE1111.F55 1866,"Fewsmith, William.","Philadelphia;Sower, Barnes & Potts;1866.",s,1866,    ,1866,pau,,Grammar;English language,A grammar of the English language
loc.ark:/13960/t9z03km7k,loc.ark:/13960/t9z03km7k,loc.ark:/13960/t9z03km7k,"Why is it that Scotland, England, Ireland, Greece, Rome, Palestine, Arabia, and young America have all had first-rate poets, while many other countries never had any?",,1866,HathiTrust,['Literary'],9578485,,PR8561.W5,,"Clyde, N.Y.;J. M. Scarritt, printer;1866.",s,1866,    ,1866,nyu,,English poetry;Scottish poetry;History and criticism;Scottish authors,"Why is it that Scotland, England, Ireland, Greece, Rome, Palestine, Arabia, and young America have all had first-rate poets, while many other countries never had any?"
mdp.39015001526410,mdp.39015001526410,mdp.39015001526410,On early English pronunciation :,"Ellis, Alexander John, 1814-1890",1869,HathiTrust,"['Linguistic', 'Original Bibliography']",1183042,3951183,PR1119.E5 no.2,"Ellis, Alexander John,",London;Trübner;1869-1889.,m,1869,1889,1869-1889,enk,v.2,"Dialects;Pronunciation;Language;1564-1616;Chaucer, Geoffrey;English language;d. 1400;Shakespeare, William;Phonology",On early English pronunciation
mdp.39015001550394,mdp.39015001550394,carlylecritical7v4,Critical and miscellaneous essays:,"Carlyle, Thomas, 1795-1881",1872,HathiTrust,['Literary'],667630,19033696,PR4425.A2 1872,"Carlyle, Thomas,","London;Chapman and Hall, ltd.;1872",s,1872,    ,1872,enk,v.4,,Critical and miscellaneous essays
mdp.39015002165812,mdp.39015002165812,mdp.39015002165812,Practical hints on the quantitative pronunciation of Latin.,"Ellis, Alexander John, 1814-1890",1874,HathiTrust,['Linguistic'],1057993,2578061,PA2121.E4,"Ellis, Alexander John,",London;Macmillan and co.;1874.,s,1874,    ,1874,enk,,Latin language;Quantity;Pronunciation,Practical hints on the quantitative pronunciation of Latin
mdp.39015002169756,mdp.39015002169756,russellpulpit,Pulpit elocution:,"Russell, William, 1798-1873",1853,HathiTrust,['Linguistic'],1900940,44692916,,"Russell, William,",Andover [Mass.;W.F. Draper & brother;1853.,s,1853,    ,1853,mau,,Elocution,Pulpit elocution
mdp.39015003498352,mdp.39015003498352,ellison1,On early English pronunciation :,"Ellis, Alexander John, 1814-1890",1869,HathiTrust,"['Linguistic', 'Original Bibliography']",1183042,3951183,PR1119.E5 no.2,"Ellis, Alexander John,",London;Trübner;1869-1889.,m,1869,1889,1869-1889,enk,v.1,"Dialects;Pronunciation;Language;1564-1616;Chaucer, Geoffrey;English language;d. 1400;Shakespeare, William;Phonology",On early English pronunciation
mdp.39015003633594,mdp.39015003633594,gascoignecertayne,1. Certayne notes of instruction in English verse 1575.,"Gascoigne, George, 1542?-1577",1869,HathiTrust,['Literary'],433501,7608117,,"Gascoigne, George,","London;J. & W. Rider, printers;1868.",s,1868,    ,1868,enk,,Versification;English language,1
mdp.39015003956565,mdp.39015003956565,russellamerican,The American elocutionist :,"Russell, William, 1798-1873",1851,HathiTrust,['Linguistic'],941805,46410959,,"Russell, William,","Boston;Jenks, Palmer, and co.;1851.",s,1851,    ,1851,mau,,Elocution,The American elocutionist
mdp.39015004889336,mdp.39015004889336,craikcompendious1,"A compendious history of English literature, and of the English language, from the Norman conquest. With numerous specimens.","Craik, George L. (George Lillie), 1798-1866",1861,HathiTrust,['Literary'],1907253,8016329,,"Craik, George L.","London;Griffin, Bonn, and company;1861.",s,1861,    ,1861,enk,v.1,History;English literature;History and criticism;English language,"A compendious history of English literature, and of the English language, from the Norman conquest. With numerous specimens"
mdp.39015004928894,mdp.39015004928894,mdp.39015004928894,Longinus on the sublime.,"Longinus, Cassius, ca. 213-273. Spurious and doubtful works",1867,HathiTrust,['Literary'],1845219,14769233,,"Longinus, Cassius,",Oxford;T. & G. Shrimpton;1867.,s,1867,    ,1867,enk,,"Rhetoric, Ancient;Sublime, The",Longinus on the sublime
mdp.39015005000255,mdp.39015005000255,mdp.39015005000255,"An introduction to Aristotle's rhetoric,","Cope, Edward Meredith, 1818-1873",1867,HathiTrust,['Literary'],1812455,68167497,,"Cope, Edward Meredith,",London;Cambridge.;Macmilland anc co.;1867,s,1867,    ,1867,enk,,"Aristotle;Rhetoric, Ancient;Rhetoric",An introduction to Aristotle's rhetoric
mdp.39015005734614,mdp.39015005734614,wellsgrammar,A grammar of the English language;,"Wells, William Harvey, 1812-1885",1852,HathiTrust,['Linguistic'],1903047,15095829,,"Wells, William Harvey,","Boston;J. P. Jewett & co.;Cleveland, Ohio;Jewett, Proctor, & Wortington;1852.",s,1852,    ,1852,mau,,Grammar;English language,A grammar of the English language;
mdp.39015005763134,mdp.39015005763134,mdp.39015005763134,"The poetical works of Oliver Goldsmith, Tobias Smollett, Samuel Johnson, and William Shenstone. With biographical notices, and notes.",,1850,HathiTrust,['Literary'],1910771,68137641,,,London;New York;G. Routledge and sons;185-?,q,1850,1859,"<estimate=""[185-?]"">",enk,,,"The poetical works of Oliver Goldsmith, Tobias Smollett, Samuel Johnson, and William Shenstone. With biographical notices, and notes"
mdp.39015008499876,mdp.39015008499876,bascomphilosophy,Philosophy of rhetoric.,"Bascom, John, 1827-1911",1872,HathiTrust,"['Linguistic', 'Literary']",1436063,4303296,PE1403.B3 1872,"Bascom, John,","New York and Chicago;Woolworth, Ainsworth and company;c1872",s,1872,    ,1872,xx ,,English language;Rhetoric,Philosophy of rhetoric
mdp.39015009309371,mdp.39015009309371,fowlerenglish,English grammar :,"Fowler, William Chauncey, 1793-1881",1873,HathiTrust,['Linguistic'],1463977,39459706,PE1111.C62 1873,"Clark, Stephen Watkins,",New York;Chicago;A. S. Barnes & company;1873.,s,1873,    ,1873,nyu,,Grammar;English language,English grammar for beginners
mdp.39015009317077,mdp.39015009317077,hazlittliterature,"Lectures on the literatures of the age of Elizabeth, and Characters of Shakespear's plays.","Hazlitt, William, 1778-1830",1870,HathiTrust,['Literary'],1370891,2775695,PR421.H3 1870,"Hazlitt, William,",London;Bell & Daldy;1870.,s,1870,    ,1870,enk,,"Early modern, 1500-1700;Characters;History and criticism;1564-1616;English literature;Shakespeare, William","Lectures on the literature of the age of Elizabeth, and Characters of Shakespear's plays"
mdp.39015010796954,mdp.39015010796954,macaulayhistory2,"The history of England from the accession of James II,","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",1861,HathiTrust,['Literary'],197924,14208337,,"Macaulay, Thomas Babington Macaulay,","London;London, Green, Longman, Roberts, & Green;1861-65.",m,1861,1865,1861-1865,enk,v.2,"History;Great Britain;William and Mary, 1689-1702;James II, 1685-1688",The history of England from the accession of James II
mdp.39015010797036,mdp.39015010797036,macaulayhistory1,"The history of England from the accession of James II,","Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",1861,HathiTrust,['Literary'],197924,14208337,,"Macaulay, Thomas Babington Macaulay,","London;London, Green, Longman, Roberts, & Green;1861-65.",m,1861,1865,1861-1865,enk,v.1,"History;Great Britain;William and Mary, 1689-1702;James II, 1685-1688",The history of England from the accession of James II
mdp.39015013245199,mdp.39015013245199,mdp.39015013245199,Essays literary & critical,"Arnold, Matthew, 1822-1888",1866,HathiTrust,['Literary'],2904807,68911466,,"Arnold, Matthew,",London;J.M. Dent & Co.;New York;E.P. Dutton & Co.;1866.,s,1866,    ,1866,enk,,,Essays literary & critical
mdp.39015014277126,mdp.39015014277126,craikmanual,"A manual of English literature, and of the history of the English language, from the Norman conquest; with numerous specimens.","Craik, George L. (George Lillie), 1798-1866",1863,HathiTrust,['Literary'],1907254,11330742,,"Craik, George L.","London;Griffin, and company;1863.",s,1863,    ,1863,enk,,History;English literature;History and criticism;English language,"A manual of English literature, and of the history of the English language, from the Norman conquest; with numerous specimens"
mdp.39015018650773,mdp.39015018650773,mdp.39015018650773,The Princeton text book in rhetoric.,"Hope, Matthew B. (Matthew Boyd), 1812-1859",1859,HathiTrust,['Linguistic'],1899491,24880914,,"Hope, Matthew B.","Princeton, N. J.;J. T. Robinson;1859.",s,1859,    ,1859,nju,,Rhetoric,The Princeton text book in rhetoric
mdp.39015019114365,mdp.39015019114365,dayart,The art of discourse:,"Day, Henry Noble, 1808-1890",1867,HathiTrust,"['Linguistic', 'Literary']",1436119,3059527,PE1408.D25,"Day, Henry Noble,",New York;C. Scribner and company;1867.,s,1867,    ,1867,nyu,,Rhetoric;English language,The art of discourse
mdp.39015019352742,mdp.39015019352742,soulemanual,Manual of English pronunciation and spelling:,"Soule, Richard, 1812-1877",1872,HathiTrust,"['Linguistic', 'Word Lists']",285633,16348606,,"Soule, Richard,","Boston;Lee and Shepard;New York;Lee, Shepard and Dillingham;1872.",s,1872,    ,1872,mau,,Pronunciation;Orthography and spelling;English language,Manual of English pronunciation and spelling
mdp.39015021935443,mdp.39015021935443,mdp.39015021935443,"On early English pronunciation,","Weymouth, Richard Francis, 1822-1902",1874,HathiTrust,['Linguistic'],1441480,4080995,PE1137.W4,"Weymouth, Richard Francis.",London;Asher & co.;1874.,s,1874,    ,1874,enk,,"On early English pronunciation;Pronunciation;English language;1814-1890;Ellis, Alexander John",On early English pronunciation
